"","project","data_set","site","station","recording_date","recording_time","status","latitude","longitude","is_buffered_location","species_code","scientific_name","species_english_name","method","rain","wind","noise","industry_noise","audio_quality","species_individual_name","transcriber","abundance","confidence","min0_voc","min0_start","min1_voc","min1_start","min2_voc","min2_start","min3_voc","min3_start","min4_voc","min4_start","min5_voc","min5_start","min6_voc","min6_start","min7_voc","min7_start","min8_voc","min8_start","min9_voc","min9_start","comment","species_comment"
"6019","Big Grids 2018","BG",17,60,"2018-06-24","5:12:00","Transcribed",54.740676,-118.89712,"f","SWSP","Melospiza georgiana","Swamp Sparrow","3m 1SPM",0,1,1,0,"No audio quality issues","1","Jillian Slater","ONE","Confident","",NA,"","","Song","33.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6020","Big Grids 2018","BG",17,60,"2018-06-24","5:12:00","Transcribed",54.740676,-118.89712,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,1,1,0,"No audio quality issues","1","Jillian Slater","ONE","Confident","Song",0,"Song","41.2","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6021","Big Grids 2018","BG",17,60,"2018-06-24","5:12:00","Transcribed",54.740676,-118.89712,"f","UNPA"," ","Unknown Passerine","3m 1SPM",0,1,1,0,"No audio quality issues","1","Jillian Slater","ONE","Unknown far","Song",56.2,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6022","Big Grids 2018","BG",17,60,"2018-06-24","5:12:00","Transcribed",54.740676,-118.89712,"f","VATH","Ixoreus naevius","Varied Thrush","3m 1SPM",0,1,1,0,"No audio quality issues","1","Jillian Slater","ONE","Confident","Song",1.6,"Song","19.3","Song","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6023","Big Grids 2018","BG",17,60,"2018-06-24","5:12:00","Transcribed",54.740676,-118.89712,"f","WAVI","Vireo gilvus","Warbling Vireo","3m 1SPM",0,1,1,0,"No audio quality issues","1","Jillian Slater","TMTC","Confident","Song",0.3,"Song","0.1","Song","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE: 2-3"
"6024","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","ALFL","Empidonax alnorum","Alder Flycatcher","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","",NA,"Song","32.7","Song","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6025","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","AMRE","Setophaga ruticilla","American Redstart","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",3.9,"Song","6.2","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6026","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","BTNW","Setophaga virens","Black-throated Green Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",2.5,"Song","0.2","Song","1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6027","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","LIBA"," ","Light Background Noise","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",24.7,"","","Song","41.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6028","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","LIRA"," ","Light rain","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","",NA,"Song","33.5","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6029","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",13,"Song","9.2","Song","4.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6030","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",39.2,"Song","23.4","Song","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6031","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","5.7","Song","10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6032","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,0,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",48.9,"Song","15","Song","16.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6033","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","WAVI","Vireo gilvus","Warbling Vireo","3m 1SPM",0,0,0,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0.7,"Song","3.6","Song","2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6034","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","WAVI","Vireo gilvus","Warbling Vireo","3m 1SPM",0,0,0,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",20.1,"Song","2","Song","8.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6035","Big Grids 2018","BG",17,60,"2018-06-25","5:12:00","Transcribed",54.740676,-118.89712,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,0,0,0,"No audio quality issues","2","Christopher Wagner","ONE","Confident","Song",27.7,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6036","Big Grids 2018","BG",17,60,"2018-06-29","5:14:00","Transcribed",54.740676,-118.89712,"f","LIWI"," ","Light wind","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6037","Big Grids 2018","BG",17,60,"2018-06-29","5:14:00","Transcribed",54.740676,-118.89712,"f","MOWI"," ","Moderate wind","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",28.2,"Song","0","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","
"
"6038","Big Grids 2018","BG",17,60,"2018-06-29","5:14:00","Transcribed",54.740676,-118.89712,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",18.5,"Song","4.8","Song","20.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6039","Big Grids 2018","BG",17,60,"2018-06-29","5:14:00","Transcribed",54.740676,-118.89712,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",46,"Song","13.1","Song","3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6040","Big Grids 2018","BG",17,60,"2018-06-29","5:14:00","Transcribed",54.740676,-118.89712,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","TMTC","Confident","Song",0.2,"Song","0.2","Song","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:3-5"
"6041","Big Grids 2018","BG",17,60,"2018-06-29","5:14:00","Transcribed",54.740676,-118.89712,"f","WAVI","Vireo gilvus","Warbling Vireo","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",5,"Song","1.4","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6042","Big Grids 2018","BG",17,60,"2018-06-29","5:14:00","Transcribed",54.740676,-118.89712,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","",NA,"","","Song","12.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6043","Big Grids 2018","BG",17,60,"2018-06-29","5:14:00","Transcribed",54.740676,-118.89712,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",55.5,"Song","19.4","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6044","Big Grids 2018","BG",17,61,"2018-06-26","5:12:00","Transcribed",54.740185,-118.981781,"f","LIBA"," ","Light Background Noise","3m 1SPM",0,1,1,0,"No audio quality issues","1","Kevan Cowcill","ONE","Confident","Song",0,"Song","0.5","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6045","Big Grids 2018","BG",17,61,"2018-06-26","5:12:00","Transcribed",54.740185,-118.981781,"f","LINO"," ","Light continuous industrial noise","3m 1SPM",0,1,1,0,"No audio quality issues","1","Kevan Cowcill","ONE","Confident","",NA,"Non-vocal","15.6","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6046","Big Grids 2018","BG",17,61,"2018-06-26","5:12:00","Transcribed",54.740185,-118.981781,"f","MOWI"," ","Moderate wind","3m 1SPM",0,1,1,0,"No audio quality issues","1","Kevan Cowcill","ONE","Confident","",NA,"","","Non-vocal","25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6047","Big Grids 2018","BG",17,61,"2018-06-26","5:12:00","Transcribed",54.740185,-118.981781,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,1,1,0,"No audio quality issues","1","Kevan Cowcill","ONE","Confident","",NA,"Call","37.2","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6048","Big Grids 2018","BG",17,61,"2018-06-26","5:12:00","Transcribed",54.740185,-118.981781,"f","WETA","Piranga ludoviciana","Western Tanager","3m 1SPM",0,1,1,0,"No audio quality issues","1","Kevan Cowcill","ONE","Confident","Song",35.4,"Song","4.5","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6049","Big Grids 2018","BG",17,61,"2018-06-26","5:12:00","Transcribed",54.740185,-118.981781,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,1,1,0,"No audio quality issues","1","Kevan Cowcill","ONE","Confident","Song",0.1,"Song","8.7","Song","6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6050","Big Grids 2018","BG",17,61,"2018-06-26","5:12:00","Transcribed",54.740185,-118.981781,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,1,1,0,"No audio quality issues","1","Kevan Cowcill","ONE","Confident","Song",28,"Song","3.8","Song","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6051","Big Grids 2018","BG",17,61,"2018-06-29","5:14:00","Transcribed",54.740185,-118.981781,"f","GCKI","Regulus satrapa","Golden-crowned Kinglet","3m 1SPM",0,0,1,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",51,"Song","1.8","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6052","Big Grids 2018","BG",17,61,"2018-06-29","5:14:00","Transcribed",54.740185,-118.981781,"f","LIBA"," ","Light Background Noise","3m 1SPM",0,0,1,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.1,"Song","0.3","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6053","Big Grids 2018","BG",17,61,"2018-06-29","5:14:00","Transcribed",54.740185,-118.981781,"f","PAWR","Troglodytes pacificus","Pacific Wren","3m 1SPM",0,0,1,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.1,"Song","7.6","Song","2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6054","Big Grids 2018","BG",17,61,"2018-06-29","5:14:00","Transcribed",54.740185,-118.981781,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,0,1,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.4,"Song","8.9","Song","6.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6055","Big Grids 2018","BG",17,61,"2018-06-29","5:14:00","Transcribed",54.740185,-118.981781,"f","UNPA"," ","Unknown Passerine","3m 1SPM",0,0,1,0,"No audio quality issues","1","Brandon Law","ONE","Unknown far","",NA,"Song","21.1","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6056","Big Grids 2018","BG",17,61,"2018-06-29","5:14:00","Transcribed",54.740185,-118.981781,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,1,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",6.5,"Song","0.8","Song","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6057","Big Grids 2018","BG",17,61,"2018-06-29","5:14:00","Transcribed",54.740185,-118.981781,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,1,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",9.8,"Song","16.4","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6058","Big Grids 2018","BG",17,61,"2018-07-02","5:17:00","Bad Weather",54.740185,-118.981781,"f","NONE","","","3m 1SPM",3,2,0,0,"No audio quality issues",NA,"Tyne Baker","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heavy rain did not review",""
"6059","Big Grids 2018","BG",17,61,"2018-07-09","5:24:00","Transcribed",54.740185,-118.981781,"f","LIBA"," ","Light Background Noise","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","0","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Stream"
"6060","Big Grids 2018","BG",17,61,"2018-07-09","5:24:00","Transcribed",54.740185,-118.981781,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",5.6,"","","Song","1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6061","Big Grids 2018","BG",17,61,"2018-07-09","5:24:00","Transcribed",54.740185,-118.981781,"f","RESQ","Tamiasciurus hudsonicus","Red Squirrel","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","",NA,"Call","57.2","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6062","Big Grids 2018","BG",17,61,"2018-07-09","5:24:00","Transcribed",54.740185,-118.981781,"f","WIWR","Troglodytes hiemalis","Winter Wren","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",0,"Song","11.6","Song","3.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6063","Big Grids 2018","BG",17,61,"2018-07-09","5:24:00","Transcribed",54.740185,-118.981781,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,0,1,0,"No audio quality issues","1","Christopher Wagner","ONE","Confident","Song",11.2,"","","Song","19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6064","Big Grids 2018","BG",17,62,"2018-06-26","5:12:00","Transcribed",54.740785,-118.972504,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,2,0,0,"No audio quality issues","1","Connor Charchuk","ONE","Confident","Song",0,"Song","1.8","Song","5.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some gusts come in at wind code 3, but overall a 2.",""
"6065","Big Grids 2018","BG",17,62,"2018-07-05","5:19:00","Transcribed",54.740785,-118.972504,"f","AMRO","Turdus migratorius","American Robin","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"Song","1.6","Song","10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6066","Big Grids 2018","BG",17,62,"2018-07-05","5:19:00","Transcribed",54.740785,-118.972504,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Song",7.8,"Song","31.4","Song","8.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6067","Big Grids 2018","BG",17,62,"2018-07-05","5:19:00","Transcribed",54.740785,-118.972504,"f","PISI","Spinus pinus","Pine Siskin","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"Song","6.6","Song","26.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6068","Big Grids 2018","BG",17,62,"2018-07-05","5:19:00","Transcribed",54.740785,-118.972504,"f","RESQ","Tamiasciurus hudsonicus","Red Squirrel","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"Song","43.9","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","rattle call"
"6069","Big Grids 2018","BG",17,62,"2018-07-05","5:19:00","Transcribed",54.740785,-118.972504,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","Song",0,"Song","0","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE: 4-6"
"6070","Big Grids 2018","BG",17,62,"2018-07-05","5:19:00","Transcribed",54.740785,-118.972504,"f","UNTR"," ","Unknown Trill","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","ONE","Unknown far","Song",20,"Song","13.5","Song","9.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Suspect DEJU or PAWA, distant"
"6071","Big Grids 2018","BG",17,62,"2018-07-05","5:19:00","Transcribed",54.740785,-118.972504,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,1,0,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","Song",2.7,"Song","3.6","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:3-5"
"6072","Big Grids 2018","BG",17,62,"2018-07-08","5:23:00","Transcribed",54.740785,-118.972504,"f","HETH","Catharus guttatus","Hermit Thrush","3m 1SPM",0,1,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",2.3,"Song","0.3","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6073","Big Grids 2018","BG",17,62,"2018-07-08","5:23:00","Transcribed",54.740785,-118.972504,"f","LIWI"," ","Light wind","3m 1SPM",0,1,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.1,"Song","0.1","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6074","Big Grids 2018","BG",17,62,"2018-07-08","5:23:00","Transcribed",54.740785,-118.972504,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,1,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0,"Song","3.4","Song","4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6075","Big Grids 2018","BG",17,62,"2018-07-08","5:23:00","Transcribed",54.740785,-118.972504,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,1,0,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",4.3,"Song","54.3","Song","22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6076","Big Grids 2018","BG",17,62,"2018-07-08","5:23:00","Transcribed",54.740785,-118.972504,"f","YRWA","Setophaga coronata","Yellow-rumped Warbler","3m 1SPM",0,1,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0,"Song","0.1","Song","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6077","Big Grids 2018","BG",17,62,"2018-07-10","5:25:00","Transcribed",54.740785,-118.972504,"f","MOWI"," ","Moderate wind","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",0.2,"Song","0.2","Song","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6078","Big Grids 2018","BG",17,62,"2018-07-10","5:25:00","Transcribed",54.740785,-118.972504,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,2,0,0,"No audio quality issues","1","Brandon Law","ONE","Confident","Song",2.1,"Song","4.5","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6079","Big Grids 2018","BG",17,62,"2018-07-10","5:25:00","Transcribed",54.740785,-118.972504,"f","WTSP","Zonotrichia albicollis","White-throated Sparrow","3m 1SPM",0,2,0,0,"No audio quality issues","2","Brandon Law","ONE","Confident","Song",6.8,"Song","18.5","Song","4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6080","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","AMRE","Setophaga ruticilla","American Redstart","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","Song",4.7,"Song","2.9","Song","18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:2-3"
"6081","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","BAWW","Mniotilta varia","Black-and-white Warbler","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Song",22.3,"Song","16.5","Song","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6082","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","BCCH","Poecile atricapillus","Black-capped Chickadee","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"Song","18.4","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6083","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","CHSP","Spizella passerina","Chipping Sparrow","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"","","Song","3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6084","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","LIBA"," ","Light Background Noise","3m 1SPM",0,1,1,0,"No audio quality issues","0","Tyne Baker","ONE","Confident","Non-vocal",0,"Non-vocal","4.7","Non-vocal","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","insect wing noise"
"6085","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","MAWA","Setophaga magnolia","Magnolia Warbler","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Song",1.4,"Song","19.7","Song","21.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6086","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","MOWA","Oporornis philadelphia","Mourning Warbler","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"Song","29.4","Song","12.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6087","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","NOWA","Parkesia noveboracensis","Northern Waterthrush","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Song",3,"Song","0","Song","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6088","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Song",4.2,"","","Song","7.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6089","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","RBGR","Pheucticus ludovicianus","Rose-breasted Grosbeak","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","Song",0.1,"Song","5.7","Song","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6090","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","SWTH","Catharus ustulatus","Swainson's Thrush","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"Call","7.7","Call","9.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6091","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","VATH","Ixoreus naevius","Varied Thrush","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","ONE","Confident","",NA,"","","Song","18.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"6092","Big Grids 2018","BG",17,63,"2018-06-03","5:17:00","Transcribed",54.7414,-118.96343,"f","WAVI","Vireo gilvus","Warbling Vireo","3m 1SPM",0,1,1,0,"No audio quality issues","1","Tyne Baker","TMTC","Confident","Song",0.2,"S-C","0.1","Song","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","AE:2-3"
